"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Clostridium tetani",15,1641,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","tetani"
"Clostridium thermarum",15,2187,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","thermarum"
"Clostridium tyrobutyricum",15,1232,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","tyrobutyricum"
"Crassaminicella profunda",15,1053,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Crassaminicella","profunda"
"Crassaminicella sp. 143-21",15,1161,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Crassaminicella","sp. 143-21"
"Crassaminicella thermophila",15,1422,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Crassaminicella","thermophila"
"Geosporobacter ferrireducens",15,1684,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Geosporobacter","ferrireducens"
"Hathewaya histolytica",14,600,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hathewaya","histolytica"
"Hungatella hathewayi",15,19440,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","hathewayi"
"Paraclostridium bifermentans",15,1458,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Paraclostridium","bifermentans"
"Sarcina sp. JB2",15,75491,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Sarcina","sp. JB2"
"Serpentinicella alkaliphila",15,1080,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Serpentinicella","alkaliphila"
"Carboxydocella thermautotrophica",15,896,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiales Family XVI. Incertae Sedis","Carboxydocella","thermautotrophica"
"Thermaerobacter marianensis",14,1041,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter","marianensis"
"Thermaerobacter sp. FW80",14,845,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter","sp. FW80"
"Thermaerobacter sp. PB12/4term",12,843,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter","sp. PB12/4term"
"Desulfoscipio gibsoniae",15,1536,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Desulfallaceae","Desulfoscipio","gibsoniae"
"Acetobacterium sp. KB-1",15,2326,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Acetobacterium","sp. KB-1"
"Acetobacterium woodii",15,1518,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Acetobacterium","woodii"
"Alkalibacter sp. ES005",15,1828,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Alkalibacter","sp. ES005"
"Eubacterium callanderi",15,3305,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","callanderi"
"Eubacterium limosum",15,8810,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","limosum"
"Eubacterium maltosivorans",15,3210,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","maltosivorans"
"Eubacterium sp. c-25",15,15701,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","sp. c-25"
"Eubacterium sp. MSJ-33",15,38806,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","sp. MSJ-33"
"Eubacterium sp. NSJ-61",15,13179,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","sp. NSJ-61"
"Aminipila butyrica",15,4162,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Aminipila","butyrica"
"Aminipila luticellarii",15,7873,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Aminipila","luticellarii"
"Aminipila terrae",15,4703,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Aminipila","terrae"
"Mogibacterium diversum",15,3795,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Mogibacterium","diversum"
"Mogibacterium pumilum",15,2847,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Mogibacterium","pumilum"
"Heliomicrobium modesticaldum",15,2745,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Heliobacteriaceae","Heliomicrobium","modesticaldum"
"Heliorestis convoluta",15,966,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Heliobacteriaceae","Heliorestis","convoluta"
"Anaerobutyricum hallii",15,238021,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerobutyricum","hallii"
"Anaerocolumna cellulosilytica",15,8183,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerocolumna","cellulosilytica"
"Anaerocolumna chitinilytica",15,10390,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerocolumna","chitinilytica"
"Anaerocolumna sedimenticola",15,11062,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerocolumna","sedimenticola"
"Anaerostipes caccae",15,11769,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","caccae"
"Anaerostipes hadrus",15,177702,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","hadrus"
"Anaerostipes rhamnosivorans",15,10756,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","rhamnosivorans"
"Anaerotignum propionicum",15,4790,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerotignum","propionicum"
"Blautia argi",15,47645,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","argi"
"Blautia hansenii",15,46702,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","hansenii"
"Blautia liquoris",15,16120,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","liquoris"
"Blautia massiliensis",15,133355,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","massiliensis"
"Blautia obeum",15,299628,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","obeum"
"Blautia producta",15,41307,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","producta"
"Blautia pseudococcoides",15,30857,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","pseudococcoides"
"Blautia sp. NBRC 113351",15,38682,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","sp. NBRC 113351"
"Blautia sp. SC05B48",15,137029,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","sp. SC05B48"
"Butyrivibrio fibrisolvens",15,17064,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Butyrivibrio","fibrisolvens"
"Butyrivibrio hungatei",15,11552,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Butyrivibrio","hungatei"
"Butyrivibrio proteoclasticus",15,12726,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Butyrivibrio","proteoclasticus"
"Cellulosilyticum lentocellum",15,1352,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cellulosilyticum","lentocellum"
"Cellulosilyticum sp. WCF-2",14,7104,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cellulosilyticum","sp. WCF-2"
"Coprococcus catus",15,81058,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","catus"
"Coprococcus comes",15,91537,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","comes"
"Coprococcus eutactus",15,55305,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","eutactus"
"Coprococcus sp. ART55/1",15,48333,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","sp. ART55/1"
"Enterocloster bolteae",15,27270,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","bolteae"
"Enterocloster clostridioformis",15,7417,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","clostridioformis"
"Faecalicatena sp. Marseille-Q4148",15,20430,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","sp. Marseille-Q4148"
"Herbinix luporum",15,5272,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Herbinix","luporum"
"Lachnoanaerobaculum umeaense",15,7638,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoanaerobaculum","umeaense"
"Lachnoclostridium [Clostridium] hylemonae",15,14584,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium] hylemonae"
"Lachnoclostridium [Clostridium] scindens",15,40012,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens"
"Lachnoclostridium phocaeense",15,23678,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","phocaeense"
"Lachnoclostridium phytofermentans",15,8836,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","phytofermentans"
"Lachnoclostridium sp. YL32",15,13350,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","sp. YL32"
"Lachnospira eligens",15,60901,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospira","eligens"
"Lacrimispora saccharolytica",15,15807,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora","saccharolytica"
"Lacrimispora sphenoides",15,16037,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora","sphenoides"
"Mediterraneibacter [Ruminococcus] gnavus",15,62796,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus] gnavus"
"Mediterraneibacter [Ruminococcus] torques",15,71621,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus] torques"
"Novisyntrophococcus fermenticellae",15,17022,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Novisyntrophococcus","fermenticellae"
"Pseudobutyrivibrio xylanivorans",15,16820,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Pseudobutyrivibrio","xylanivorans"
"Roseburia hominis",15,218041,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","hominis"
"Roseburia intestinalis",15,203306,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","intestinalis"
"Roseburia sp. NSJ-69",15,112961,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","sp. NSJ-69"
"Acetivibrio clariflavus",15,2411,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","clariflavus"
"Acetivibrio saccincola",15,1783,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","saccincola"
"Acetivibrio thermocellus",12,2877,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","thermocellus"
"Acutalibacter muris",15,18030,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Acutalibacter","muris"
"Caproicibacter fermentans",15,10442,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Caproicibacter","fermentans"
"Caproicibacterium amylolyticum",15,12057,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Caproicibacterium","amylolyticum"
"Caproicibacterium lactatifermentans",15,11444,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Caproicibacterium","lactatifermentans"
"Caproiciproducens sp. NJN-50",15,11940,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Caproiciproducens","sp. NJN-50"
"Dysosmobacter sp. Marseille-Q4140",15,130282,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","sp. Marseille-Q4140"
"Dysosmobacter welbionis",15,120378,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","welbionis"
"Ethanoligenens harbinense",15,12118,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ethanoligenens","harbinense"
"Faecalibacterium prausnitzii",15,1472616,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","prausnitzii"
"Fastidiosipila sanguinis",15,1862,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Fastidiosipila","sanguinis"
"Flavonifractor plautii",15,76946,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor","plautii"
"Mageeibacillus indolicus",15,4502,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Mageeibacillus","indolicus"
"Monoglobus pectinilyticus",15,7246,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Monoglobus","pectinilyticus"
"Oscillibacter sp. NSJ-62",15,69217,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","sp. NSJ-62"
"Pseudoclostridium thermosuccinogenes",15,3707,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoclostridium","thermosuccinogenes"
"Pusillimonas (ex Kitahara et al. 2021) Pusillimonas faecalis",15,47310,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pusillimonas (ex Kitahara et al. 2021)","Pusillimonas faecalis"
"Ruminiclostridium cellulolyticum",15,1694,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","cellulolyticum"
"Ruminiclostridium herbifermentans",15,2475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","herbifermentans"
"Ruminococcus albus",15,15074,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","albus"
"Ruminococcus bicirculans",15,18099,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","bicirculans"
"Ruminococcus bovis",15,176857,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","bovis"
"Ruminococcus champanellensis",15,57986,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","champanellensis"
"Ruthenibacterium lactatiformans",15,54379,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruthenibacterium","lactatiformans"
"Solibaculum mannosilyticum",15,20496,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Solibaculum","mannosilyticum"
"Thermoclostridium stercorarium",15,3604,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Thermoclostridium","stercorarium"
"Vescimonas coprocola",15,355352,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","coprocola"
"Vescimonas fastidiosa",15,232899,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","fastidiosa"
"Acididesulfobacillus acetoxydans",15,1106,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Acididesulfobacillus","acetoxydans"
"Candidatus Desulforudis audaxviator",14,786,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Candidatus Desulforudis","audaxviator"
"Candidatus Formimonas warabiya",15,1714,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Candidatus Formimonas","warabiya"
"Dehalobacter restrictus",15,1783,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Dehalobacter","restrictus"
"Dehalobacter sp. CF",4,558,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Dehalobacter","sp. CF"
"Dehalobacterium formicoaceticum",15,2763,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Dehalobacterium","formicoaceticum"
"Desulfitobacterium dehalogenans",15,982,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfitobacterium","dehalogenans"
"Desulfitobacterium dichloroeliminans",15,1938,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfitobacterium","dichloroeliminans"
"Desulfitobacterium hafniense",15,3082,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfitobacterium","hafniense"
"Desulfitobacterium metallireducens",15,828,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfitobacterium","metallireducens"
"Desulfofarcimen acetoxidans",15,974,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfofarcimen","acetoxidans"
"Desulforamulus ferrireducens",14,1076,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulforamulus","ferrireducens"
"Desulforamulus reducens",14,682,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulforamulus","reducens"
"Desulforamulus ruminis",14,1560,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulforamulus","ruminis"
"Desulfosporosinus acidiphilus",15,778,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfosporosinus","acidiphilus"
"Desulfosporosinus meridiei",15,712,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfosporosinus","meridiei"
"Desulfosporosinus orientis",15,1138,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfosporosinus","orientis"
"Desulfosporosinus youngiae",15,1273,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfosporosinus","youngiae"
"Desulfotomaculum nigrificans",15,1124,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfotomaculum","nigrificans"
"Syntrophobotulus glycolicus",15,1896,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Syntrophobotulus","glycolicus"
